"date_naissance","pays","age","genre","education","statut_marital","syndicat","revenu","religion","immigration","region","int_pol","eff_interne","att_elites","att_autres_groupes","opinion_nation","perc_corruption","perf_gov","part_electorale","vote_sortant","gauche_droite","satisf_demo","id_partisane"
1949,"Austria",68,0,4,"separe",0,4,1,1,"banlieue",2,4,8,7,6,1,NA,1,1,6,3,1
1990,"Austria",27,1,4,"couple",0,NA,0,0,"grande ville",2,5,8,0,12,4,1,1,0,6,3,0
1957,"Austria",60,0,4,"separe",0,2,0,0,"banlieue",3,4,8,5,8,3,2,1,0,6,3,1
1937,"Austria",80,0,2,"veuf",0,NA,1,0,"village",2,3,13,4,11,3,2,1,1,6,3,0
1959,"Austria",58,1,3,"couple",0,3,0,0,"grande ville",3,2,8,4,9,4,1,1,0,6,1,0
1984,"Austria",33,0,4,"couple",1,3,1,0,"village",3,5,8,2,10,3,1,1,0,6,4,1
1961,"Austria",56,1,4,"couple",0,NA,0,1,"banlieue",3,4,12,5,5,3,2,1,1,6,4,1
1966,"Austria",51,1,4,"separe",1,3,0,0,"grande ville",3,4,14,3,6,3,NA,1,0,6,NA,0
1978,"Austria",39,1,4,"celibataire",1,4,1,0,"village",2,5,8,4,10,4,3,1,0,6,3,0
1992,"Austria",25,0,4,"celibataire",1,4,0,0,"village",3,4,10,2,11,3,1,1,0,6,4,0
1955,"Austria",62,0,3,"veuf",0,1,0,0,"grande ville",2,3,2,3,11,4,1,0,NA,6,NA,0
1977,"Austria",40,0,8,"couple",0,5,0,0,"grande ville",4,5,17,2,7,1,2,1,1,6,3,1
1951,"Austria",66,0,4,"couple",0,5,1,0,"banlieue",3,2,9,1,3,3,1,1,1,6,4,0
1969,"Austria",48,0,4,"couple",0,5,1,0,"village",2,5,7,3,5,3,2,1,1,6,1,1
1989,"Austria",28,1,6,"celibataire",0,NA,1,0,"village",2,3,9,NA,NA,3,2,1,1,6,3,0
1974,"Austria",43,1,4,"couple",0,2,0,0,"village",3,3,10,6,9,3,2,1,0,6,3,0
1972,"Austria",45,0,4,"celibataire",0,3,0,0,"banlieue",2,1,8,3,11,4,1,1,0,6,1,1
1989,"Austria",28,1,3,"celibataire",0,NA,0,0,"village",2,2,9,6,7,3,2,1,1,6,1,0
1974,"Austria",43,1,4,"couple",0,1,0,0,"village",3,4,3,6,11,3,1,1,0,6,NA,1
1971,"Austria",46,0,3,"couple",0,3,0,0,"petite ville",2,2,9,5,11,4,2,1,0,6,1,0
1975,"Austria",42,0,4,"couple",0,4,0,0,"village",3,4,12,3,10,2,2,1,1,6,1,0
1943,"Austria",74,0,3,"couple",0,1,0,0,"village",3,3,13,5,7,3,2,1,0,6,3,1
1984,"Austria",33,1,4,"couple",0,4,1,0,"village",3,2,7,6,10,3,1,1,0,6,3,0
1989,"Austria",28,1,4,"couple",0,3,1,0,"petite ville",4,4,13,5,8,3,2,1,0,6,3,0
1975,"Austria",42,0,4,"couple",0,4,1,0,"village",3,4,7,4,8,3,2,1,0,6,3,0
1952,"Austria",65,0,4,"couple",0,2,1,0,"petite ville",4,5,9,9,7,3,3,1,1,7,3,1
1947,"Austria",70,0,4,"celibataire",0,2,0,0,"grande ville",3,3,12,3,4,4,1,1,1,7,3,0
1961,"Austria",56,0,3,"couple",0,2,1,0,"village",2,4,3,6,7,4,2,1,0,7,1,1
1956,"Austria",61,0,4,"couple",0,4,0,0,"village",2,4,4,1,10,3,1,1,0,7,1,1
1957,"Austria",60,1,4,"couple",1,3,1,0,"village",3,4,10,6,9,3,3,1,NA,7,4,0
1961,"Austria",56,1,4,"couple",1,5,0,0,"village",4,5,4,2,9,3,3,1,0,7,3,1
1978,"Austria",39,1,4,"celibataire",0,1,0,0,"village",2,3,6,5,9,4,1,1,0,7,1,0
1971,"Austria",46,1,4,"couple",0,4,1,0,"village",2,4,8,6,7,3,1,1,0,7,4,0
1991,"Austria",26,1,4,"celibataire",0,NA,0,0,"village",3,5,6,1,11,NA,1,1,0,7,1,1
1971,"Austria",46,0,8,"couple",0,5,0,0,"petite ville",3,5,18,12,5,2,2,1,1,7,3,1
1978,"Austria",39,1,4,"celibataire",0,2,0,0,"village",3,4,6,3,10,4,1,1,0,7,3,1
1993,"Austria",24,1,4,"celibataire",0,4,0,0,"banlieue",1,3,6,2,10,3,1,1,0,7,3,1
1973,"Austria",44,1,8,"couple",0,NA,1,0,"banlieue",3,5,7,6,5,3,2,1,1,7,NA,0
1958,"Austria",59,0,4,"couple",1,2,0,1,"grande ville",4,5,NA,3,11,NA,1,1,0,7,3,NA
1944,"Austria",73,0,4,"veuf",0,NA,0,0,"village",2,4,5,2,6,3,1,1,0,7,1,0
1978,"Austria",39,1,4,"couple",0,5,0,1,"village",3,5,13,1,4,3,2,1,1,7,1,1
1970,"Austria",47,1,3,"couple",1,4,0,0,"village",3,4,14,5,8,4,1,1,0,7,1,0
1994,"Austria",23,1,4,"celibataire",0,NA,0,0,"village",2,4,6,2,10,3,1,1,0,7,4,1
1944,"Austria",73,1,2,"veuf",0,4,1,0,"village",2,3,9,3,10,3,2,1,1,7,3,0
1983,"Austria",34,1,4,"couple",0,4,1,1,"village",1,5,7,1,10,2,1,1,0,7,1,0
1960,"Austria",57,1,4,"couple",1,2,0,0,"grande ville",3,3,9,5,10,4,1,1,0,7,1,1
1957,"Austria",60,1,4,"couple",0,3,0,0,"petite ville",3,3,8,5,11,3,2,1,0,7,3,1
1942,"Austria",75,0,4,"couple",0,NA,1,0,"village",2,3,10,8,11,3,2,1,1,7,3,0
1962,"Austria",55,0,4,"celibataire",0,2,1,0,"petite ville",3,3,11,4,11,3,2,1,1,7,3,0
1951,"Austria",66,1,4,"couple",0,5,0,0,"village",3,5,13,3,4,3,2,1,1,7,1,0
1982,"Austria",35,0,4,"couple",0,5,0,1,"grande ville",1,5,15,3,6,2,NA,1,1,7,4,0
1938,"Austria",79,1,4,"couple",0,5,0,1,"petite ville",4,5,17,1,5,4,1,1,1,7,NA,1
1959,"Austria",58,1,4,"couple",0,5,1,0,"village",3,2,8,4,6,4,1,1,1,7,3,1
1976,"Austria",41,0,3,"couple",0,2,0,0,"village",2,2,4,0,11,4,2,1,0,7,3,1
1988,"Austria",29,1,4,"couple",0,3,0,0,"village",2,2,7,5,11,4,2,1,0,7,NA,1
1993,"Austria",24,0,4,"couple",0,NA,0,0,"village",3,5,13,3,7,2,1,1,1,7,3,1
1966,"Austria",51,0,3,"celibataire",0,1,0,0,"grande ville",3,3,4,2,11,4,1,1,0,7,1,1
1959,"Austria",58,1,4,"celibataire",1,2,0,0,"village",4,5,3,1,9,4,1,1,0,7,NA,1
1942,"Austria",75,1,4,"veuf",0,1,0,0,"village",3,3,6,4,9,4,2,1,0,7,NA,1
1975,"Austria",42,1,4,"couple",0,NA,0,0,"village",3,5,7,4,9,NA,2,1,0,7,1,1
1961,"Austria",56,0,7,"celibataire",0,3,1,0,"grande ville",4,3,9,5,9,2,2,1,0,8,3,0
1929,"Austria",88,0,2,"veuf",0,1,1,0,"village",3,5,NA,8,11,2,3,1,1,8,3,1
1953,"Austria",64,0,4,"couple",0,1,0,0,"banlieue",3,3,8,5,10,3,1,1,0,8,3,1
1963,"Austria",54,1,4,"separe",0,2,0,1,"banlieue",4,4,1,2,11,4,1,1,0,8,1,0
1972,"Austria",45,0,4,"couple",0,5,1,0,"petite ville",3,5,15,4,4,3,1,1,1,8,1,0
1952,"Austria",65,1,3,"celibataire",0,1,1,0,"village",3,4,8,3,10,NA,2,1,0,9,1,1
1954,"Austria",63,0,4,"couple",0,5,1,0,"grande ville",4,5,4,2,6,3,1,1,1,9,NA,1
1979,"Austria",38,1,4,"couple",1,2,0,0,"grande ville",3,4,4,0,11,4,1,1,0,9,NA,1
1940,"Austria",77,1,4,"couple",0,1,1,0,"village",4,5,4,0,11,4,2,1,0,9,1,1
1937,"Austria",80,0,4,"veuf",0,1,1,0,"grande ville",3,4,15,7,12,3,3,0,NA,10,4,1
1997,"Austria",20,1,4,"celibataire",0,NA,0,0,"banlieue",1,3,8,3,9,3,2,0,NA,7,1,0
1961,"Austria",56,0,4,"couple",0,5,NA,0,"village",4,4,10,3,8,4,2,1,NA,7,3,1
1952,"Austria",65,1,4,"couple",0,NA,0,0,"village",2,3,7,5,8,3,2,0,NA,7,1,0
1949,"Austria",68,1,4,"couple",0,NA,1,0,"village",2,5,4,5,6,3,1,0,NA,7,1,0
1937,"Austria",80,1,4,"veuf",0,1,0,0,"petite ville",2,4,6,3,8,4,2,1,NA,7,3,0
2000,"Austria",17,0,3,"celibataire",0,1,1,0,"village",3,4,16,18,NA,4,2,1,0,8,1,0
1988,"Austria",29,1,3,"celibataire",0,1,0,0,"grande ville",1,2,4,2,11,4,1,0,NA,8,NA,0
1947,"Austria",70,0,4,"couple",0,2,1,0,"grande ville",3,2,9,2,12,3,2,1,0,8,3,0
1964,"Austria",53,0,3,"celibataire",0,1,0,0,"grande ville",1,2,1,1,11,4,1,0,NA,8,NA,0
1973,"Austria",44,1,8,"couple",0,5,0,0,"village",4,4,NA,NA,NA,3,2,1,0,0,3,1
1941,"Austria",76,1,4,"separe",0,1,1,1,"petite ville",4,4,13,15,6,3,3,1,1,0,3,NA
1982,"Austria",35,0,8,"couple",0,2,0,0,"grande ville",3,4,NA,15,4,4,NA,1,0,1,1,0
1960,"Austria",57,1,4,"couple",1,2,0,0,"grande ville",3,4,9,10,6,4,2,1,0,1,3,NA
1990,"Austria",27,1,7,"celibataire",0,4,0,0,"grande ville",3,4,21,16,5,2,3,1,1,1,3,1
1970,"Austria",47,0,7,"separe",1,4,0,1,"village",4,5,11,15,2,3,2,1,0,1,1,0
1987,"Austria",30,1,8,"celibataire",0,1,0,0,"grande ville",4,5,15,18,4,3,2,1,0,2,3,1
1997,"Austria",20,1,4,"celibataire",0,1,0,0,"village",4,5,9,20,5,3,3,1,0,2,3,1
1999,"Austria",18,1,4,"celibataire",0,1,0,0,"grande ville",3,5,NA,NA,5,4,2,1,0,2,1,1
1994,"Austria",23,1,4,"couple",0,4,1,0,"petite ville",3,3,6,16,5,4,3,0,NA,2,1,0
1992,"Austria",25,1,4,"celibataire",0,1,0,1,"village",2,2,8,12,4,4,2,1,1,2,1,0
1975,"Austria",42,0,4,"separe",0,3,0,0,"village",3,3,14,15,3,3,2,1,0,2,1,0
1952,"Austria",65,0,8,"separe",0,2,0,0,"village",4,4,19,15,4,3,3,1,0,3,3,0
1965,"Austria",52,0,8,"couple",0,1,0,0,"grande ville",4,5,18,NA,4,2,2,1,0,3,3,1
1971,"Austria",46,0,9,"couple",1,5,0,0,"banlieue",3,5,13,11,4,3,2,1,0,3,4,0
1960,"Austria",57,1,9,"couple",0,5,0,0,"village",3,4,18,12,6,2,NA,1,0,3,3,0
1965,"Austria",52,0,8,"celibataire",1,3,0,0,"grande ville",4,4,5,7,4,4,1,1,0,3,NA,0
1963,"Austria",54,0,4,"couple",0,2,0,0,"village",3,4,11,11,3,3,1,1,1,3,1,1
1927,"Austria",90,1,3,"couple",0,1,0,0,"grande ville",3,4,12,11,8,4,3,1,1,3,3,1
1953,"Austria",64,1,9,"couple",1,5,0,1,"banlieue",4,4,18,15,3,3,3,1,1,3,3,1
1950,"Austria",67,0,4,"separe",0,1,1,1,"grande ville",3,3,11,2,6,4,3,0,NA,3,3,1
1965,"Austria",52,0,6,"celibataire",0,4,0,1,"village",3,4,17,11,4,3,3,1,0,3,3,1
1969,"Austria",48,0,4,"couple",1,5,0,1,"banlieue",3,4,13,12,4,3,2,1,0,3,3,0
1968,"Austria",49,0,4,"couple",0,3,0,0,"grande ville",3,3,14,15,5,3,3,1,1,3,4,1
1989,"Austria",28,1,4,"celibataire",0,1,0,0,"grande ville",3,4,15,13,5,3,3,1,0,3,3,0
1999,"Austria",18,0,4,"celibataire",0,1,0,1,"banlieue",4,5,10,17,5,3,3,1,0,3,3,1
1990,"Austria",27,0,4,"celibataire",0,1,0,0,"village",3,4,9,9,6,4,3,1,1,3,3,1
1939,"Austria",78,1,4,"veuf",0,1,0,0,"grande ville",4,3,7,10,6,3,3,1,1,3,3,1
1953,"Austria",64,0,6,"couple",1,5,1,0,"petite ville",3,4,17,12,9,NA,2,1,0,4,3,0
1994,"Austria",23,0,4,"celibataire",0,1,1,1,"village",2,4,12,10,5,3,NA,1,0,4,1,1
1974,"Austria",43,0,4,"couple",0,5,1,0,"village",3,5,16,17,5,4,3,1,1,4,3,1
1993,"Austria",24,0,4,"celibataire",0,NA,0,1,"village",3,4,16,15,4,2,3,1,0,4,3,0
1994,"Austria",23,0,7,"couple",0,2,0,1,"village",3,3,14,14,3,2,2,1,0,4,3,0
1951,"Austria",66,0,4,"couple",0,3,1,0,"village",3,5,8,10,11,3,3,0,NA,4,4,1
1966,"Austria",51,1,3,"couple",1,2,0,0,"village",3,4,13,10,7,3,3,1,1,4,3,1
1946,"Austria",71,1,4,"couple",1,5,0,0,"grande ville",4,4,15,11,3,NA,3,1,1,4,3,1
1998,"Austria",19,1,4,"celibataire",0,NA,1,0,"village",3,5,13,7,5,2,3,1,NA,4,3,0
1968,"Austria",49,0,6,"celibataire",1,2,0,0,"petite ville",4,5,12,15,5,3,3,1,1,4,3,1
1954,"Austria",63,1,4,"couple",0,5,1,0,"village",3,4,14,10,6,3,2,1,1,4,3,1
1952,"Austria",65,0,4,"couple",1,5,0,0,"petite ville",3,4,11,11,7,3,2,1,0,4,3,1
1995,"Austria",22,0,7,"celibataire",0,NA,1,0,"village",3,3,16,14,9,3,3,1,1,4,3,1
1964,"Austria",53,1,8,"celibataire",0,NA,1,0,"village",4,5,16,12,5,2,3,1,0,4,3,1
1951,"Austria",66,0,6,"couple",1,5,0,1,"banlieue",3,4,10,8,7,3,3,1,1,4,3,1
1952,"Austria",65,0,4,"separe",0,1,0,0,"grande ville",2,3,10,13,6,3,3,1,1,4,3,0
1938,"Austria",79,1,4,"couple",1,5,0,0,"banlieue",4,5,18,10,4,2,3,1,1,4,4,1
1966,"Austria",51,0,4,"couple",1,4,0,0,"grande ville",1,4,14,8,6,2,3,1,1,4,4,1
1965,"Austria",52,1,9,"couple",0,3,1,0,"village",3,4,12,12,5,4,2,1,0,4,3,0
1947,"Austria",70,1,4,"couple",0,2,0,0,"petite ville",3,4,14,10,5,3,3,1,0,4,3,0
1986,"Austria",31,1,6,"couple",0,1,0,0,"village",3,4,12,13,5,4,3,1,0,4,3,0
1978,"Austria",39,0,4,"couple",0,2,0,0,"petite ville",4,4,9,8,6,3,3,1,1,4,4,1
1989,"Austria",28,1,4,"couple",0,1,0,0,"grande ville",3,4,10,10,6,4,2,1,0,4,1,1
1956,"Austria",61,1,4,"couple",0,2,0,0,"petite ville",3,4,11,11,6,3,2,1,1,4,3,1
1949,"Austria",68,1,6,"couple",0,2,0,0,"village",2,3,9,15,6,4,2,1,1,4,3,0
1987,"Austria",30,1,4,"celibataire",0,1,0,0,"grande ville",3,3,13,11,6,4,3,1,0,4,3,0
1983,"Austria",34,0,4,"couple",0,2,0,0,"village",3,3,9,13,5,4,3,1,1,4,3,1
1964,"Austria",53,0,4,"celibataire",1,4,1,0,"petite ville",3,3,12,11,5,2,3,1,NA,5,3,0
1966,"Austria",51,0,4,"couple",0,3,1,0,"village",3,4,14,8,7,4,1,0,NA,5,1,0
1926,"Austria",91,0,4,"veuf",0,4,0,0,"village",2,3,11,8,7,NA,NA,1,1,5,3,0
1959,"Austria",58,0,4,"couple",1,5,0,0,"banlieue",2,3,11,7,9,3,2,1,1,5,3,0
1966,"Austria",51,0,3,"couple",0,4,1,0,"village",3,5,18,10,7,3,2,1,1,5,4,1
1950,"Austria",67,0,4,"couple",1,2,1,0,"village",2,4,12,3,10,2,3,1,1,5,4,0
1950,"Austria",67,1,3,"couple",0,2,0,0,"grande ville",2,4,14,8,8,3,2,0,NA,5,3,0
1963,"Austria",54,1,4,"couple",1,NA,1,0,"village",4,5,10,9,8,4,2,1,1,5,1,1
1942,"Austria",75,0,4,"couple",0,4,1,0,"village",2,4,17,8,10,3,2,1,1,5,3,0
1963,"Austria",54,0,3,"couple",0,3,0,0,"banlieue",2,2,9,5,8,4,1,1,0,5,1,0
1942,"Austria",75,0,4,"celibataire",0,3,1,0,"village",3,4,13,8,7,2,2,1,1,5,3,1
1949,"Austria",68,1,4,"couple",0,1,1,0,"petite ville",2,4,14,7,4,1,3,1,1,5,3,1
1953,"Austria",64,1,4,"couple",1,3,1,0,"banlieue",3,5,7,4,9,3,2,1,0,5,4,0
1974,"Austria",43,0,4,"couple",0,2,0,0,"village",2,4,6,6,10,3,1,1,0,5,4,0
1939,"Austria",78,1,4,"couple",0,2,0,0,"banlieue",2,3,21,15,3,2,3,1,1,5,4,0
1962,"Austria",55,1,6,"separe",0,4,0,0,"village",2,3,9,7,5,3,2,0,NA,5,1,0
1962,"Austria",55,0,4,"couple",0,NA,1,0,"village",3,3,14,8,8,2,2,1,1,5,3,0
1932,"Austria",85,1,2,"veuf",0,NA,1,0,"village",2,3,18,5,10,2,2,1,1,5,4,0
1949,"Austria",68,0,3,"couple",0,2,1,1,"village",3,3,11,3,8,3,2,1,1,5,1,1
1941,"Austria",76,1,4,"veuf",1,2,0,0,"banlieue",3,5,16,4,11,4,1,1,0,5,3,1
1970,"Austria",47,0,8,"couple",0,5,1,0,"village",3,4,19,12,4,3,2,1,0,5,3,0
1983,"Austria",34,0,4,"couple",0,5,1,0,"village",3,3,8,2,9,2,3,1,0,5,1,0
1948,"Austria",69,1,9,"separe",0,NA,1,1,"village",4,5,16,4,10,1,3,1,1,5,4,1
1998,"Austria",19,0,3,"celibataire",0,3,0,1,"grande ville",2,3,6,5,9,3,2,1,0,5,4,0
1959,"Austria",58,0,4,"separe",0,2,0,0,"banlieue",2,2,7,4,11,3,2,1,0,5,1,1
1965,"Austria",52,1,9,"couple",1,5,0,0,"village",4,5,16,14,5,2,2,1,NA,5,3,0
1980,"Austria",37,1,8,"couple",0,5,1,0,"village",3,3,10,10,8,3,3,1,1,5,3,0
1959,"Austria",58,0,4,"celibataire",0,2,0,0,"village",3,5,11,10,9,3,2,1,1,5,3,0
1964,"Austria",53,0,4,"veuf",0,2,0,1,"village",4,3,11,7,8,4,3,1,1,5,3,1
1978,"Austria",39,1,4,"couple",0,3,0,0,"village",3,4,NA,9,5,3,3,1,1,5,3,0
1974,"Austria",43,0,4,"couple",0,1,0,0,"village",3,4,12,8,4,3,3,1,1,5,3,NA
1938,"Austria",79,1,2,"veuf",0,1,1,0,"village",2,3,8,4,7,3,3,1,0,5,4,0
1933,"Austria",84,0,3,"veuf",0,1,1,0,"petite ville",2,3,10,NA,11,3,2,1,0,5,1,0
1970,"Austria",47,1,8,"separe",1,5,0,1,"grande ville",4,5,13,10,6,3,2,1,0,5,4,0
1949,"Austria",68,0,4,"veuf",0,3,1,1,"petite ville",3,4,12,7,4,3,2,1,1,5,3,1
1951,"Austria",66,1,4,"separe",0,NA,0,0,"grande ville",2,4,6,10,7,3,3,1,0,5,4,0
1953,"Austria",64,1,8,"couple",0,5,1,0,"village",4,4,18,12,7,3,3,1,1,5,3,1
1971,"Austria",46,1,4,"couple",1,4,0,1,"grande ville",3,3,11,11,3,3,2,1,0,5,1,0
1946,"Austria",71,0,3,"couple",0,1,1,0,"village",2,3,14,7,8,3,3,1,1,5,3,0
1971,"Austria",46,0,4,"celibataire",0,3,0,0,"banlieue",2,3,9,7,9,3,2,1,1,5,3,1
1940,"Austria",77,0,3,"veuf",0,1,1,1,"village",1,4,8,2,8,4,NA,1,1,5,NA,1
1945,"Austria",72,0,4,"celibataire",0,4,1,1,"village",3,3,18,8,8,2,2,1,1,5,3,1
1975,"Austria",42,0,6,"celibataire",0,2,0,0,"banlieue",3,4,9,10,7,3,2,1,1,5,3,1
1960,"Austria",57,1,4,"couple",0,5,0,0,"village",3,4,14,7,9,3,2,1,1,5,4,1
1951,"Austria",66,1,6,"couple",0,5,0,1,"petite ville",4,4,13,15,4,3,3,1,0,5,3,0
1946,"Austria",71,1,4,"couple",0,5,0,0,"village",3,4,8,7,7,3,2,1,0,5,1,0
1958,"Austria",59,0,4,"couple",0,3,1,0,"village",2,3,15,5,9,3,3,1,1,5,3,0
1969,"Austria",48,0,4,"couple",0,4,0,0,"petite ville",2,2,8,12,6,2,3,0,NA,5,1,0
1983,"Austria",34,1,4,"celibataire",0,3,0,0,"petite ville",2,3,13,7,10,4,3,1,1,5,3,0
1963,"Austria",54,1,4,"couple",0,1,0,0,"village",3,4,11,8,6,3,1,1,1,5,1,1
1968,"Austria",49,0,4,"couple",0,3,1,0,"village",2,2,15,5,9,3,2,1,1,5,4,1
1971,"Austria",46,0,4,"couple",0,4,0,1,"village",2,2,14,3,4,2,2,1,NA,5,1,0
1992,"Austria",25,1,3,"celibataire",0,1,0,0,"village",2,3,8,NA,11,3,NA,1,0,5,3,0
1960,"Austria",57,1,4,"couple",1,4,1,1,"village",2,3,12,11,6,4,3,1,1,5,3,0
1965,"Austria",52,0,3,"couple",0,2,1,0,"village",3,4,17,9,8,3,3,1,1,5,3,0
1975,"Austria",42,1,4,"couple",0,4,0,0,"banlieue",3,4,10,1,11,4,1,1,0,5,1,1
1980,"Austria",37,1,4,"couple",0,5,1,0,"village",3,4,14,14,6,4,3,1,1,5,3,0
1969,"Austria",48,0,4,"couple",0,2,1,0,"village",3,4,9,6,10,3,2,1,1,5,1,1
1952,"Austria",65,1,3,"couple",0,3,0,1,"banlieue",2,2,5,4,10,3,2,1,0,5,3,0
1960,"Austria",57,1,3,"couple",1,3,NA,0,"petite ville",4,NA,19,NA,NA,2,3,1,NA,5,3,1
1924,"Austria",93,0,4,"couple",0,2,1,0,"petite ville",3,4,16,10,6,3,3,1,1,5,3,1
1972,"Austria",45,0,3,"couple",0,1,1,0,"village",2,3,10,5,12,4,NA,0,NA,5,3,0
1935,"Austria",82,0,3,"veuf",0,1,1,0,"village",2,3,7,9,8,4,3,1,1,5,3,0
1929,"Austria",88,0,3,"veuf",0,1,1,0,"village",2,NA,10,8,11,3,NA,0,NA,5,3,0
1939,"Austria",78,1,4,"couple",0,2,0,0,"village",3,3,8,7,8,3,3,1,1,5,3,1
1986,"Austria",31,1,4,"couple",0,3,0,0,"village",3,4,16,14,7,3,2,1,0,5,3,1
1943,"Austria",74,0,3,"veuf",0,1,0,0,"grande ville",2,2,9,4,7,4,2,1,1,5,1,0
1982,"Austria",35,1,4,"couple",0,2,0,0,"village",2,3,13,5,8,3,2,1,0,5,1,1
1977,"Austria",40,0,4,"celibataire",0,2,0,0,"grande ville",2,3,NA,8,8,3,3,1,0,5,3,0
1955,"Austria",62,0,4,"couple",0,1,1,0,"village",4,4,10,15,4,2,3,1,0,5,4,1
1955,"Austria",62,0,4,"separe",1,1,0,0,"grande ville",3,5,10,7,8,3,2,1,NA,5,1,0
1993,"Austria",24,0,4,"couple",0,2,0,0,"banlieue",3,3,12,11,5,3,3,1,1,5,3,0
1932,"Austria",85,0,3,"veuf",0,1,1,0,"village",2,2,10,NA,6,4,3,1,1,5,3,1
1925,"Austria",92,0,4,"veuf",0,1,1,0,"village",3,4,11,13,8,3,3,1,1,5,3,0
1993,"Austria",24,1,4,"celibataire",1,5,0,0,"grande ville",2,3,16,6,8,3,3,0,NA,6,3,0
1935,"Austria",82,1,4,"couple",1,2,1,0,"village",2,2,16,8,9,3,3,1,1,6,3,1
1948,"Austria",69,1,4,"couple",0,2,1,0,"petite ville",3,4,9,3,10,3,1,1,0,6,4,0
1995,"Austria",22,0,7,"celibataire",0,5,1,1,"petite ville",4,4,14,8,5,3,2,0,NA,6,3,0
1992,"Austria",25,0,4,"celibataire",0,1,NA,0,"grande ville",2,4,14,13,7,NA,NA,0,NA,6,3,0
1938,"Austria",79,0,2,"veuf",0,NA,1,0,"village",2,3,10,5,9,3,2,1,1,6,4,0
2001,"Austria",16,0,3,"celibataire",0,NA,1,1,"grande ville",3,2,NA,NA,8,NA,NA,1,1,6,3,1
1949,"Austria",68,1,4,"couple",0,3,1,0,"village",4,4,11,6,11,2,2,1,0,6,1,1
1977,"Austria",40,1,4,"couple",1,2,0,0,"village",3,5,15,7,5,3,2,1,0,6,1,0
1982,"Austria",35,1,4,"couple",0,2,0,0,"village",3,5,9,4,10,3,2,1,0,6,3,1
1995,"Austria",22,1,4,"celibataire",0,5,0,0,"grande ville",4,5,16,7,11,3,2,1,0,6,3,0
1967,"Austria",50,0,8,"couple",0,NA,1,0,"village",4,5,15,3,8,3,1,1,1,6,4,1
1943,"Austria",74,1,2,"couple",0,NA,1,0,"village",2,4,15,7,9,3,2,1,1,6,4,1
1954,"Austria",63,1,8,"separe",0,5,1,1,"grande ville",3,5,16,15,4,2,2,1,1,6,3,0
1937,"Austria",80,1,2,"veuf",0,4,1,0,"village",2,3,10,3,11,2,2,1,1,6,3,0
1963,"Austria",54,0,4,"couple",0,NA,0,1,"village",2,5,16,9,10,2,2,1,1,6,4,1
1984,"Austria",33,1,4,"separe",0,NA,1,0,"petite ville",2,4,7,5,10,3,2,1,0,6,4,0
1965,"Austria",52,0,4,"couple",1,NA,1,1,"petite ville",3,4,10,3,7,3,1,1,0,6,4,1
1953,"Austria",64,0,4,"veuf",0,1,1,0,"grande ville",3,4,8,10,5,4,2,1,1,6,3,1
1997,"Austria",20,0,4,"celibataire",0,3,0,0,"village",2,3,8,3,10,3,1,1,0,6,1,0
1978,"Austria",39,1,4,"couple",0,4,0,1,"village",3,4,16,10,8,2,3,1,1,6,3,1
1952,"Austria",65,0,4,"couple",0,1,1,0,"village",2,4,8,3,10,3,1,1,0,6,1,0
1969,"Austria",48,1,4,"separe",0,5,0,0,"petite ville",4,4,14,5,10,2,3,1,0,6,3,1
1940,"Austria",77,0,2,"veuf",0,NA,1,0,"village",1,3,9,6,11,3,2,1,0,6,3,0
1981,"Austria",36,0,3,"couple",0,1,0,0,"grande ville",2,2,6,0,10,4,1,1,0,6,1,1
1961,"Austria",56,0,4,"separe",1,4,1,0,"village",3,4,14,9,5,2,3,1,1,6,4,0
1951,"Austria",66,0,4,"couple",0,1,1,0,"village",3,3,10,1,10,3,1,1,0,6,3,0
1948,"Austria",69,0,4,"couple",0,2,1,0,"village",3,5,19,9,7,2,2,1,1,6,3,0
1972,"Austria",45,1,4,"couple",1,4,1,0,"petite ville",2,5,17,6,7,2,2,1,1,6,3,0
1991,"Austria",26,1,4,"celibataire",0,NA,0,0,"village",2,4,7,1,10,3,1,1,0,6,3,0
1968,"Austria",49,0,4,"couple",0,4,0,0,"banlieue",3,4,6,3,11,3,1,1,0,6,1,1
1987,"Austria",30,1,7,"celibataire",1,4,0,0,"banlieue",3,5,14,14,3,1,2,1,1,6,3,0
1994,"Austria",23,1,4,"celibataire",0,4,0,0,"village",2,4,7,4,9,3,2,1,0,6,4,0
1969,"Austria",48,1,6,"couple",0,5,0,1,"grande ville",3,5,18,11,6,3,2,1,1,6,3,0
1971,"Austria",46,1,4,"couple",1,4,0,0,"village",3,4,9,4,10,3,1,1,0,6,4,1
1979,"Austria",38,1,4,"couple",0,2,1,0,"village",2,2,8,8,9,4,2,1,1,6,3,0
1982,"Austria",35,1,4,"couple",0,3,1,0,"grande ville",2,5,10,2,10,3,1,1,0,6,4,1
1985,"Austria",32,1,3,"celibataire",0,2,1,0,"petite ville",2,3,NA,2,10,4,2,1,0,6,NA,NA
1988,"Austria",29,0,4,"couple",0,3,0,0,"grande ville",3,4,16,4,11,3,2,1,0,6,3,0
1952,"Austria",65,1,3,"couple",0,4,1,0,"village",4,4,17,7,7,2,3,1,1,6,4,0
1946,"Austria",71,1,3,"couple",0,1,1,0,"village",3,4,9,6,9,3,2,1,0,6,3,0
1960,"Austria",57,0,6,"couple",0,2,1,0,"village",3,5,13,NA,8,NA,3,1,1,6,4,1
